num_anions,num_cations,num_fillers,aver_a_elecneg,dev_a_elecneg,aver_c_elecneg,dev_c_elecneg,aver_f_elecneg,dev_f_elecneg,aver_a_ip,dev_a_ip,aver_c_ip,dev_c_ip,aver_f_ip,dev_f_ip,aver_a_ea,dev_a_ea,aver_c_ea,dev_c_ea,aver_f_ea,dev_f_ea,f_mass,total_mass,std_dev_f_mass,std_dev_a_mass,std_dev_c_mass,std_dev_f_frac,std_dev_a_frac,std_dev_c_frac,sum_f_frac,sum_a_frac,sum_c_frac,ratio_a_c,total_val_e,n_300,T,p_n,ZT
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0856247058823532,0.07691873695987038,8.608389,0.0,7.897103575,0.009291629858473543,5.735123964705883,0.29633516268644056,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.059461552317647076,0.04786292144644865,93.5751023632,1781.1632963632003,35.609684394120926,0.0,2.18368291901961,0.13316593758665665,0.0,1.4142135623730951,0.6799999999999999,12.0,4.0,3.0,96.98247999999998,,500.0,0,0.76036716
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0856247058823532,0.07691873695987038,8.608389,0.0,7.897103575,0.009291629858473543,5.735123964705883,0.29633516268644056,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.059461552317647076,0.04786292144644865,93.5751023632,1781.1632963632003,35.609684394120926,0.0,2.18368291901961,0.13316593758665665,0.0,1.4142135623730951,0.6799999999999999,12.0,4.0,3.0,96.98247999999998,,600.0,0,0.846721134
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0856247058823532,0.07691873695987038,8.608389,0.0,7.897103575,0.009291629858473543,5.735123964705883,0.29633516268644056,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.059461552317647076,0.04786292144644865,93.5751023632,1781.1632963632003,35.609684394120926,0.0,2.18368291901961,0.13316593758665665,0.0,1.4142135623730951,0.6799999999999999,12.0,4.0,3.0,96.98247999999998,,700.0,0,0.979322093
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0856247058823532,0.07691873695987038,8.608389,0.0,7.897103575,0.009291629858473543,5.735123964705883,0.29633516268644056,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.059461552317647076,0.04786292144644865,93.5751023632,1781.1632963632003,35.609684394120926,0.0,2.18368291901961,0.13316593758665665,0.0,1.4142135623730951,0.6799999999999999,12.0,4.0,3.0,96.98247999999998,,800.0,0,1.11301109
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0685001186440677,0.10943329993918274,8.608389,0.0,7.897103575,0.009291629858473543,5.500103253559321,0.2667513024810864,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.1006860099337288,0.04202920108734604,85.37486805038,1772.9630620503804,16.35530782739658,0.0,2.18368291901961,0.15503150443055116,0.0,1.4142135623730951,0.5900000000000001,12.0,4.0,3.0,95.521507,,500.0,0,0.453529133
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0685001186440677,0.10943329993918274,8.608389,0.0,7.897103575,0.009291629858473543,5.500103253559321,0.2667513024810864,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.1006860099337288,0.04202920108734604,85.37486805038,1772.9630620503804,16.35530782739658,0.0,2.18368291901961,0.15503150443055116,0.0,1.4142135623730951,0.5900000000000001,12.0,4.0,3.0,95.521507,,600.0,0,0.609420664
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0685001186440677,0.10943329993918274,8.608389,0.0,7.897103575,0.009291629858473543,5.500103253559321,0.2667513024810864,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.1006860099337288,0.04202920108734604,85.37486805038,1772.9630620503804,16.35530782739658,0.0,2.18368291901961,0.15503150443055116,0.0,1.4142135623730951,0.5900000000000001,12.0,4.0,3.0,95.521507,,700.0,0,0.733226907
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0685001186440677,0.10943329993918274,8.608389,0.0,7.897103575,0.009291629858473543,5.500103253559321,0.2667513024810864,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.1006860099337288,0.04202920108734604,85.37486805038,1772.9630620503804,16.35530782739658,0.0,2.18368291901961,0.15503150443055116,0.0,1.4142135623730951,0.5900000000000001,12.0,4.0,3.0,95.521507,,800.0,0,0.775491689
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0944589016393442,0.06220887343358314,8.608389,0.0,7.897103575,0.009291629858473543,5.768657050819672,0.3083707202750996,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.06475922391655739,0.04313228123644688,70.90623853961999,1758.49443253962,58.14530761751601,0.0,2.18368291901961,0.14966442919411413,0.0,1.4142135623730951,0.61,12.0,4.0,3.0,95.66199300000001,,500.0,0,0.451639093
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0944589016393442,0.06220887343358314,8.608389,0.0,7.897103575,0.009291629858473543,5.768657050819672,0.3083707202750996,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.06475922391655739,0.04313228123644688,70.90623853961999,1758.49443253962,58.14530761751601,0.0,2.18368291901961,0.14966442919411413,0.0,1.4142135623730951,0.61,12.0,4.0,3.0,95.66199300000001,,600.0,0,0.565861557
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0944589016393442,0.06220887343358314,8.608389,0.0,7.897103575,0.009291629858473543,5.768657050819672,0.3083707202750996,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.06475922391655739,0.04313228123644688,70.90623853961999,1758.49443253962,58.14530761751601,0.0,2.18368291901961,0.14966442919411413,0.0,1.4142135623730951,0.61,12.0,4.0,3.0,95.66199300000001,,700.0,0,0.652852645
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0944589016393442,0.06220887343358314,8.608389,0.0,7.897103575,0.009291629858473543,5.768657050819672,0.3083707202750996,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.06475922391655739,0.04313228123644688,70.90623853961999,1758.49443253962,58.14530761751601,0.0,2.18368291901961,0.14966442919411413,0.0,1.4142135623730951,0.61,12.0,4.0,3.0,95.66199300000001,,800.0,0,0.698208074
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0414640579710146,0.1134725850095531,8.608389,0.0,7.897103575,0.009291629858473543,5.471295098550725,0.16681898349266275,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.10221135778840582,0.030330601166632287,91.4243542268,1779.0125482268002,26.752208032775535,0.0,2.18368291901961,0.14808902817787234,0.0,1.4142135623730951,0.69,12.0,4.0,3.0,95.14102,,500.0,0,0.641335083
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0414640579710146,0.1134725850095531,8.608389,0.0,7.897103575,0.009291629858473543,5.471295098550725,0.16681898349266275,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.10221135778840582,0.030330601166632287,91.4243542268,1779.0125482268002,26.752208032775535,0.0,2.18368291901961,0.14808902817787234,0.0,1.4142135623730951,0.69,12.0,4.0,3.0,95.14102,,600.0,0,0.910522233
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0414640579710146,0.1134725850095531,8.608389,0.0,7.897103575,0.009291629858473543,5.471295098550725,0.16681898349266275,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.10221135778840582,0.030330601166632287,91.4243542268,1779.0125482268002,26.752208032775535,0.0,2.18368291901961,0.14808902817787234,0.0,1.4142135623730951,0.69,12.0,4.0,3.0,95.14102,,700.0,0,1.175036822
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.0414640579710146,0.1134725850095531,8.608389,0.0,7.897103575,0.009291629858473543,5.471295098550725,0.16681898349266275,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.10221135778840582,0.030330601166632287,91.4243542268,1779.0125482268002,26.752208032775535,0.0,2.18368291901961,0.14808902817787234,0.0,1.4142135623730951,0.69,12.0,4.0,3.0,95.14102,,800.0,0,1.209202253
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.06818338028169,0.08042127568585249,8.608389,0.0,7.897103575,0.009291629858473543,5.717922653521128,0.25530806156806146,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.0695821927802817,0.032744376786239836,74.7210942268,1762.3092882268002,49.441669681914725,0.0,2.18368291901961,0.14876276505452118,0.0,1.4142135623730951,0.71,12.0,4.0,3.0,95.18102,,500.0,0,0.716185561
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.06818338028169,0.08042127568585249,8.608389,0.0,7.897103575,0.009291629858473543,5.717922653521128,0.25530806156806146,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.0695821927802817,0.032744376786239836,74.7210942268,1762.3092882268002,49.441669681914725,0.0,2.18368291901961,0.14876276505452118,0.0,1.4142135623730951,0.71,12.0,4.0,3.0,95.18102,,600.0,0,0.912656272
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.06818338028169,0.08042127568585249,8.608389,0.0,7.897103575,0.009291629858473543,5.717922653521128,0.25530806156806146,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.0695821927802817,0.032744376786239836,74.7210942268,1762.3092882268002,49.441669681914725,0.0,2.18368291901961,0.14876276505452118,0.0,1.4142135623730951,0.71,12.0,4.0,3.0,95.18102,,700.0,0,1.077307604
1.0,2.0,4.0,2.05,0.0,1.8425,0.02165063509461089,1.06818338028169,0.08042127568585249,8.608389,0.0,7.897103575,0.009291629858473543,5.717922653521128,0.25530806156806146,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.0695821927802817,0.032744376786239836,74.7210942268,1762.3092882268002,49.441669681914725,0.0,2.18368291901961,0.14876276505452118,0.0,1.4142135623730951,0.71,12.0,4.0,3.0,95.18102,,800.0,0,1.145547397
1.0,2.0,2.0,2.05,0.0,1.8449999999999998,0.022912878474779116,1.1395133333333334,0.0021517021685684636,8.608389,0.0,7.89603067,0.009833336751993308,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.305944938,0.23326623653519402,0.09806470993333334,0.0025263780671812876,86.44783727199999,1774.653670072,2.357734424781551,0.0,2.18368291901961,0.3829690326906341,0.0,1.131370849898476,0.6,12.0,4.0,3.0,95.57079999999999,4.5e+20,500.0,0,0.704207961
1.0,2.0,2.0,2.05,0.0,1.8449999999999998,0.022912878474779116,1.1395133333333334,0.0021517021685684636,8.608389,0.0,7.89603067,0.009833336751993308,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.305944938,0.23326623653519402,0.09806470993333334,0.0025263780671812876,86.44783727199999,1774.653670072,2.357734424781551,0.0,2.18368291901961,0.3829690326906341,0.0,1.131370849898476,0.6,12.0,4.0,3.0,95.57079999999999,4.5e+20,600.0,0,0.846584285
1.0,2.0,2.0,2.05,0.0,1.8449999999999998,0.022912878474779116,1.1395133333333334,0.0021517021685684636,8.608389,0.0,7.89603067,0.009833336751993308,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.305944938,0.23326623653519402,0.09806470993333334,0.0025263780671812876,86.44783727199999,1774.653670072,2.357734424781551,0.0,2.18368291901961,0.3829690326906341,0.0,1.131370849898476,0.6,12.0,4.0,3.0,95.57079999999999,4.5e+20,700.0,0,1.039935326
1.0,2.0,2.0,2.05,0.0,1.8449999999999998,0.022912878474779116,1.1395133333333334,0.0021517021685684636,8.608389,0.0,7.89603067,0.009833336751993308,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.305944938,0.23326623653519402,0.09806470993333334,0.0025263780671812876,86.44783727199999,1774.653670072,2.357734424781551,0.0,2.18368291901961,0.3829690326906341,0.0,1.131370849898476,0.6,12.0,4.0,3.0,95.57079999999999,4.5e+20,800.0,0,1.13052658
1.0,2.0,2.0,2.05,0.0,1.8455,0.023124662159694272,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.895816089,0.009924226261778867,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.3110352246,0.23542231584203846,0.09806470993333334,0.0025263780671812876,90.7702291356,1779.0995896956001,2.357734424781551,0.0,2.18368291901961,0.4021174843251658,0.0,1.0748023074035522,0.63,12.0,4.0,3.0,95.72934000000001,4.5e+20,500.0,0,0.657666683
1.0,2.0,2.0,2.05,0.0,1.8455,0.023124662159694272,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.895816089,0.009924226261778867,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.3110352246,0.23542231584203846,0.09806470993333334,0.0025263780671812876,90.7702291356,1779.0995896956001,2.357734424781551,0.0,2.18368291901961,0.4021174843251658,0.0,1.0748023074035522,0.63,12.0,4.0,3.0,95.72934000000001,4.5e+20,600.0,0,0.871016385
1.0,2.0,2.0,2.05,0.0,1.8455,0.023124662159694272,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.895816089,0.009924226261778867,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.3110352246,0.23542231584203846,0.09806470993333334,0.0025263780671812876,90.7702291356,1779.0995896956001,2.357734424781551,0.0,2.18368291901961,0.4021174843251658,0.0,1.0748023074035522,0.63,12.0,4.0,3.0,95.72934000000001,4.5e+20,700.0,0,1.062978867
1.0,2.0,2.0,2.05,0.0,1.8455,0.023124662159694272,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.895816089,0.009924226261778867,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.3110352246,0.23542231584203846,0.09806470993333334,0.0025263780671812876,90.7702291356,1779.0995896956001,2.357734424781551,0.0,2.18368291901961,0.4021174843251658,0.0,1.0748023074035522,0.63,12.0,4.0,3.0,95.72934000000001,4.5e+20,800.0,0,1.137213071
1.0,2.0,2.0,2.05,0.0,1.8444999999999998,0.022688102609076773,1.1395133281249998,0.002151713093347715,8.608389,0.0,7.896245251,0.009736871491916758,5.522333038125,0.011791387751545507,1.04740119,0.0,0.30085465139999995,0.23097788938081792,0.09806471604859375,0.0025263908942923493,92.21102531201998,1780.2933303520201,2.357734424781551,0.0,2.18368291901961,0.40849983013215563,0.0,1.1879393923933999,0.64,12.0,4.0,3.0,95.688853,4.5e+20,500.0,0,0.693253309
1.0,2.0,2.0,2.05,0.0,1.8444999999999998,0.022688102609076773,1.1395133281249998,0.002151713093347715,8.608389,0.0,7.896245251,0.009736871491916758,5.522333038125,0.011791387751545507,1.04740119,0.0,0.30085465139999995,0.23097788938081792,0.09806471604859375,0.0025263908942923493,92.21102531201998,1780.2933303520201,2.357734424781551,0.0,2.18368291901961,0.40849983013215563,0.0,1.1879393923933999,0.64,12.0,4.0,3.0,95.688853,4.5e+20,600.0,0,0.88504353
1.0,2.0,2.0,2.05,0.0,1.8444999999999998,0.022688102609076773,1.1395133281249998,0.002151713093347715,8.608389,0.0,7.896245251,0.009736871491916758,5.522333038125,0.011791387751545507,1.04740119,0.0,0.30085465139999995,0.23097788938081792,0.09806471604859375,0.0025263908942923493,92.21102531201998,1780.2933303520201,2.357734424781551,0.0,2.18368291901961,0.40849983013215563,0.0,1.1879393923933999,0.64,12.0,4.0,3.0,95.688853,4.5e+20,700.0,0,1.062138214
1.0,2.0,2.0,2.05,0.0,1.8444999999999998,0.022688102609076773,1.1395133281249998,0.002151713093347715,8.608389,0.0,7.896245251,0.009736871491916758,5.522333038125,0.011791387751545507,1.04740119,0.0,0.30085465139999995,0.23097788938081792,0.09806471604859375,0.0025263908942923493,92.21102531201998,1780.2933303520201,2.357734424781551,0.0,2.18368291901961,0.40849983013215563,0.0,1.1879393923933999,0.64,12.0,4.0,3.0,95.688853,4.5e+20,800.0,0,1.162496749
1.0,2.0,2.0,2.05,0.0,1.8435000000000001,0.022197972880423036,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.896674413,0.009526526437308258,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.2906740782,0.22598808780076235,0.09806470993333333,0.0025263780671812876,95.0926209992,1782.9278705192,2.357734424781551,0.0,2.18368291901961,0.4212659359596976,0.0,1.3010764773832473,0.66,12.0,4.0,3.0,95.68788,4.5e+20,500.0,0,0.689773588
1.0,2.0,2.0,2.05,0.0,1.8435000000000001,0.022197972880423036,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.896674413,0.009526526437308258,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.2906740782,0.22598808780076235,0.09806470993333333,0.0025263780671812876,95.0926209992,1782.9278705192,2.357734424781551,0.0,2.18368291901961,0.4212659359596976,0.0,1.3010764773832473,0.66,12.0,4.0,3.0,95.68788,4.5e+20,600.0,0,0.896824377
1.0,2.0,2.0,2.05,0.0,1.8435000000000001,0.022197972880423036,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.896674413,0.009526526437308258,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.2906740782,0.22598808780076235,0.09806470993333333,0.0025263780671812876,95.0926209992,1782.9278705192,2.357734424781551,0.0,2.18368291901961,0.4212659359596976,0.0,1.3010764773832473,0.66,12.0,4.0,3.0,95.68788,4.5e+20,700.0,0,1.065236146
1.0,2.0,2.0,2.05,0.0,1.8435000000000001,0.022197972880423036,1.1395133333333332,0.0021517021685684636,8.608389,0.0,7.896674413,0.009526526437308258,5.522333066666667,0.011791327883755212,1.04740119,0.0,0.2906740782,0.22598808780076235,0.09806470993333333,0.0025263780671812876,95.0926209992,1782.9278705192,2.357734424781551,0.0,2.18368291901961,0.4212659359596976,0.0,1.3010764773832473,0.66,12.0,4.0,3.0,95.68788,4.5e+20,800.0,0,1.219686741
1.0,2.0,2.0,2.05,0.0,1.8475,0.023848480035423555,1.1395133387096774,0.002151690891305574,8.608389,0.0,7.894957764999999,0.010234861388962603,5.5223330961290324,0.011791266084354574,1.04740119,0.0,0.33139637099999997,0.24279119670936897,0.09806470362080645,0.0025263648262086103,89.32943295918,1778.15290455918,2.357734424781551,0.0,2.18368291901961,0.39573513851817604,0.0,0.8485281374238571,0.62,12.0,4.0,3.0,95.84982699999999,4.5e+20,500.0,0,0.697650346
1.0,2.0,2.0,2.05,0.0,1.8475,0.023848480035423555,1.1395133387096774,0.002151690891305574,8.608389,0.0,7.894957764999999,0.010234861388962603,5.5223330961290324,0.011791266084354574,1.04740119,0.0,0.33139637099999997,0.24279119670936897,0.09806470362080645,0.0025263648262086103,89.32943295918,1778.15290455918,2.357734424781551,0.0,2.18368291901961,0.39573513851817604,0.0,0.8485281374238571,0.62,12.0,4.0,3.0,95.84982699999999,4.5e+20,600.0,0,0.91407507
1.0,2.0,2.0,2.05,0.0,1.8475,0.023848480035423555,1.1395133387096774,0.002151690891305574,8.608389,0.0,7.894957764999999,0.010234861388962603,5.5223330961290324,0.011791266084354574,1.04740119,0.0,0.33139637099999997,0.24279119670936897,0.09806470362080645,0.0025263648262086103,89.32943295918,1778.15290455918,2.357734424781551,0.0,2.18368291901961,0.39573513851817604,0.0,0.8485281374238571,0.62,12.0,4.0,3.0,95.84982699999999,4.5e+20,700.0,0,1.117800364
1.0,2.0,2.0,2.05,0.0,1.8475,0.023848480035423555,1.1395133387096774,0.002151690891305574,8.608389,0.0,7.894957764999999,0.010234861388962603,5.5223330961290324,0.011791266084354574,1.04740119,0.0,0.33139637099999997,0.24279119670936897,0.09806470362080645,0.0025263648262086103,89.32943295918,1778.15290455918,2.357734424781551,0.0,2.18368291901961,0.39573513851817604,0.0,0.8485281374238571,0.62,12.0,4.0,3.0,95.84982699999999,4.5e+20,800.0,0,1.273262058
1.0,2.0,2.0,2.05,0.0,1.8425,0.02165063509461089,1.1395133384615383,0.002151691411796227,8.608389,0.0,7.897103575,0.009291629858473543,5.522333094769231,0.011791268936643354,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.09806470391215383,0.0025263654373323015,93.65182482278,1781.2400188227803,2.357734424781551,0.0,2.18368291901961,0.41488359015270776,0.0,1.4142135623730951,0.65,12.0,4.0,3.0,95.568367,4.5e+20,500.0,0,0.797948422
1.0,2.0,2.0,2.05,0.0,1.8425,0.02165063509461089,1.1395133384615383,0.002151691411796227,8.608389,0.0,7.897103575,0.009291629858473543,5.522333094769231,0.011791268936643354,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.09806470391215383,0.0025263654373323015,93.65182482278,1781.2400188227803,2.357734424781551,0.0,2.18368291901961,0.41488359015270776,0.0,1.4142135623730951,0.65,12.0,4.0,3.0,95.568367,4.5e+20,600.0,0,0.977081805
1.0,2.0,2.0,2.05,0.0,1.8425,0.02165063509461089,1.1395133384615383,0.002151691411796227,8.608389,0.0,7.897103575,0.009291629858473543,5.522333094769231,0.011791268936643354,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.09806470391215383,0.0025263654373323015,93.65182482278,1781.2400188227803,2.357734424781551,0.0,2.18368291901961,0.41488359015270776,0.0,1.4142135623730951,0.65,12.0,4.0,3.0,95.568367,4.5e+20,700.0,0,1.206410158
1.0,2.0,2.0,2.05,0.0,1.8425,0.02165063509461089,1.1395133384615383,0.002151691411796227,8.608389,0.0,7.897103575,0.009291629858473543,5.522333094769231,0.011791268936643354,1.04740119,0.0,0.28049350500000003,0.22041587540717586,0.09806470391215383,0.0025263654373323015,93.65182482278,1781.2400188227803,2.357734424781551,0.0,2.18368291901961,0.41488359015270776,0.0,1.4142135623730951,0.65,12.0,4.0,3.0,95.568367,4.5e+20,800.0,0,1.357073037
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755,0.0276740300319909,8.608389,0.0,7.88101,0.0,5.593831840384615,0.05304952093742154,1.04740119,0.0,0.662265,0.0,0.3162188961634615,0.20406343714694497,18.903192701734998,1715.755968701735,4.613261177874066,0.0,0.0,0.02447501879978849,0.0,0.0,0.13,12.0,4.0,3.0,96.628291,,500.0,1,0.566957747
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755,0.0276740300319909,8.608389,0.0,7.88101,0.0,5.593831840384615,0.05304952093742154,1.04740119,0.0,0.662265,0.0,0.3162188961634615,0.20406343714694497,18.903192701734998,1715.755968701735,4.613261177874066,0.0,0.0,0.02447501879978849,0.0,0.0,0.13,12.0,4.0,3.0,96.628291,,600.0,1,0.783986005
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755,0.0276740300319909,8.608389,0.0,7.88101,0.0,5.593831840384615,0.05304952093742154,1.04740119,0.0,0.662265,0.0,0.3162188961634615,0.20406343714694497,18.903192701734998,1715.755968701735,4.613261177874066,0.0,0.0,0.02447501879978849,0.0,0.0,0.13,12.0,4.0,3.0,96.628291,,700.0,1,0.893755924
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755,0.0276740300319909,8.608389,0.0,7.88101,0.0,5.593831840384615,0.05304952093742154,1.04740119,0.0,0.662265,0.0,0.3162188961634615,0.20406343714694497,18.903192701734998,1715.755968701735,4.613261177874066,0.0,0.0,0.02447501879978849,0.0,0.0,0.13,12.0,4.0,3.0,96.628291,,800.0,1,0.991661113
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439754858018367,0.027673953837938716,8.608389,0.0,7.88101,0.0,5.59383141845922,0.05304983836249058,1.04740119,0.0,0.662265,0.0,0.3162184253502666,0.20406351716640259,20.35735550504,1717.2101315050402,4.613261177874066,0.0,0.0,0.026357662454208643,0.0,0.0,0.1400005,12.0,4.0,3.0,96.676623,,500.0,1,0.709882846
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439754858018367,0.027673953837938716,8.608389,0.0,7.88101,0.0,5.59383141845922,0.05304983836249058,1.04740119,0.0,0.662265,0.0,0.3162184253502666,0.20406351716640259,20.35735550504,1717.2101315050402,4.613261177874066,0.0,0.0,0.026357662454208643,0.0,0.0,0.1400005,12.0,4.0,3.0,96.676623,,600.0,1,0.919087027
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439754858018367,0.027673953837938716,8.608389,0.0,7.88101,0.0,5.59383141845922,0.05304983836249058,1.04740119,0.0,0.662265,0.0,0.3162184253502666,0.20406351716640259,20.35735550504,1717.2101315050402,4.613261177874066,0.0,0.0,0.026357662454208643,0.0,0.0,0.1400005,12.0,4.0,3.0,96.676623,,700.0,1,1.135817624
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439754858018367,0.027673953837938716,8.608389,0.0,7.88101,0.0,5.59383141845922,0.05304983836249058,1.04740119,0.0,0.662265,0.0,0.3162184253502666,0.20406351716640259,20.35735550504,1717.2101315050402,4.613261177874066,0.0,0.0,0.026357662454208643,0.0,0.0,0.1400005,12.0,4.0,3.0,96.676623,,800.0,1,1.189994528
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755588235294,0.027673961901664365,8.608389,0.0,7.88101,0.0,5.593831655294117,0.053049738698153576,1.04740119,0.0,0.662265,0.0,0.3162184113005882,0.2040634155990812,24.71956022303,1721.5723362230303,4.613261177874066,0.0,0.0,0.03200579565680254,0.0,0.0,0.17,12.0,4.0,3.0,96.8216115,,500.0,1,0.833810759
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755588235294,0.027673961901664365,8.608389,0.0,7.88101,0.0,5.593831655294117,0.053049738698153576,1.04740119,0.0,0.662265,0.0,0.3162184113005882,0.2040634155990812,24.71956022303,1721.5723362230303,4.613261177874066,0.0,0.0,0.03200579565680254,0.0,0.0,0.17,12.0,4.0,3.0,96.8216115,,600.0,1,1.020620974
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755588235294,0.027673961901664365,8.608389,0.0,7.88101,0.0,5.593831655294117,0.053049738698153576,1.04740119,0.0,0.662265,0.0,0.3162184113005882,0.2040634155990812,24.71956022303,1721.5723362230303,4.613261177874066,0.0,0.0,0.03200579565680254,0.0,0.0,0.17,12.0,4.0,3.0,96.8216115,,700.0,1,1.193852572
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439755588235294,0.027673961901664365,8.608389,0.0,7.88101,0.0,5.593831655294117,0.053049738698153576,1.04740119,0.0,0.662265,0.0,0.3162184113005882,0.2040634155990812,24.71956022303,1721.5723362230303,4.613261177874066,0.0,0.0,0.03200579565680254,0.0,0.0,0.17,12.0,4.0,3.0,96.8216115,,800.0,1,1.409916965
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439756132520444,0.02767397883907405,8.608389,0.0,7.88101,0.0,5.593831878439595,0.05304965382376275,1.04740119,0.0,0.662265,0.0,0.3162185837372791,0.20406333184430864,21.811305675515,1718.6640816755153,4.613261177874066,0.0,0.0,0.028240466830419076,0.0,0.0,0.14999949999999998,12.0,4.0,3.0,96.7249495,,500.0,1,0.792413002
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439756132520444,0.02767397883907405,8.608389,0.0,7.88101,0.0,5.593831878439595,0.05304965382376275,1.04740119,0.0,0.662265,0.0,0.3162185837372791,0.20406333184430864,21.811305675515,1718.6640816755153,4.613261177874066,0.0,0.0,0.028240466830419076,0.0,0.0,0.14999949999999998,12.0,4.0,3.0,96.7249495,,600.0,1,1.046397764
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439756132520444,0.02767397883907405,8.608389,0.0,7.88101,0.0,5.593831878439595,0.05304965382376275,1.04740119,0.0,0.662265,0.0,0.3162185837372791,0.20406333184430864,21.811305675515,1718.6640816755153,4.613261177874066,0.0,0.0,0.028240466830419076,0.0,0.0,0.14999949999999998,12.0,4.0,3.0,96.7249495,,700.0,1,1.234193798
1.0,1.0,5.0,2.05,0.0,1.88,0.0,1.1439756132520444,0.02767397883907405,8.608389,0.0,7.88101,0.0,5.593831878439595,0.05304965382376275,1.04740119,0.0,0.662265,0.0,0.3162185837372791,0.20406333184430864,21.811305675515,1718.6640816755153,4.613261177874066,0.0,0.0,0.028240466830419076,0.0,0.0,0.14999949999999998,12.0,4.0,3.0,96.7249495,,800.0,1,1.464529561
